"","352.9458_2514.25","338_2514.851","231.0236_2516.415","246.0907_2517.139","332_2522.493","333.0012_2522.493","337_2522.493","315_2523.276","316_2523.276","334.0316_2523.276","219.0848_2523.849","236.1018_2523.977","294.1078_2582.99","343_2598.828","302.0013_2623.899","306.9929_2624.871","344_2685.639","343_2685.875","345.0154_2686.086","444.0977_2687.032","366_2687.105","365_2687.195","381_2687.441","431.1024_2687.441","430.1_2687.635","416.1_2687.646","362.0584_2688.579","361.0531_2690.062","360.0252_2690.186","404.0893_2690.423","388.1_2690.756","207.085_2718.704","284.1_2719.997","296.094_2727.248","272.123_2731.755","336.0028_2786.838","335_2787.557","314.0046_2787.73","400.1_2788.182","313.0012_2788.24","354.1249_2790.445","205.9927_2790.581","205_2790.679","280.017_2790.851","352.1031_2790.859","279.018_2790.898","281.0686_2790.906","302.0027_2791.103","579.1244_2791.375","301_2791.55","580.1112_2791.55","366.1053_2791.761","317_2792.167","324.0943_2792.462","288.138_2797.667","399.1053_2799.58","421.0845_2800.579","486.2_2801.493","500.2108_2801.493","244.1_2832.34","576.2529_2859.823","488.1973_2882.281","344.1271_2889.957","408.1026_2895.519","444.1837_2897.627","557.2506_2913.392","556.2944_2913.758","358.8701_2916.774","360.8515_2916.774","361.8627_2918.442","572.8_2919.913","569.8_2919.982","309.1_2924.232","517.2066_2924.232","512.2595_2924.782","304.1_2924.902","200.1_2926.69","305.1_2927.182","306.1_2928.059","468.2344_2936.38","473.1769_2936.896","458.2495_2943.495","344.148_2949.948","403.0918_2950.537","312.1_2998.685","591.2811_3002.92","590.2863_3003.087","595.2_3004.35","546.2529_3015.515","547.2409_3015.957","426.1_3017.392","233.0377_3023.407","338.1_3023.529","234.0277_3023.834","459.2_3043.64","458.2_3044.18","463.1817_3044.871","500.1127_3047.103","414.1865_3060.135","377.0453_3075.632","474.1_3077.531","452.1025_3077.6","316.1711_3088.781","289.1269_3115.69","494.1902_3120.826","272.1247_3125.808","468.2_3140.406","264.1441_3154.521","380.1_3154.521","381.1052_3154.521","478.1_3165.394","362.1253_3169.113","361.1387_3169.607","502.1056_3169.665","503.1049_3169.704","385.1347_3178.636","526.1_3178.636","527.1141_3178.893","528.1264_3178.893","386.1474_3179.226","549.1_3181.578","548.1_3183.422","298.1508_3186.803","546.1939_3205.969","545.2_3209.635","570.2_3211.662","590.1802_3212.622","544.2_3213.337","520.2_3215.014","568.2_3215.014","569.2_3215.014","554.1391_3215.125","521.2_3215.779","555.1073_3216.148","254.1115_3231.673","528.1463_3242.269","529.1408_3242.342","372.2_3245.131","382.1089_3246.824","318.113_3249.355","373.1889_3256.07","423.1499_3256.611","462.1987_3260.132","286.1792_3260.836","308.1218_3260.836","287.1418_3261.301","363.1568_3263.082","505.1605_3263.41","504.1387_3263.743","324.1584_3276.606","520.2_3278.117","521.2_3282.249","348.162_3288.248","314.1531_3289.592","477.1332_3290.993","313.1744_3291.261","454.1091_3291.331","455.1242_3291.331","456.1525_3291.331","449.1321_3291.365","476.1031_3292.394","529.1532_3292.578","528.121_3293.4","398.2_3313.138","480.1669_3320.767","481.1664_3320.79","339.1878_3320.969","340.1699_3321.339","482.1365_3321.611","397.1734_3329.35","401.1_3329.35","380.2_3330.008","379.1288_3330.611","396.1954_3330.611","499.1614_3334.88","554.196_3339.836","496.2_3349.833","497.2_3349.833","498.1914_3352.775","389.1913_3354.267","390.188_3354.267","530.2_3354.267","531.2_3354.267","532.1887_3354.267","552.1_3356.274","508.1_3367.043","584.1752_3371.766","523.2_3375.576","522.2_3376.273","544.1_3388.763","580.2_3388.777","301.1879_3389.627","300.1898_3390.324","322.1212_3390.492","558.1752_3391.206","559.1581_3391.888","365.1784_3393.677","507.2_3394.484","506.1943_3394.703","594.2_3394.837","491.2_3397.16","572.2_3403.355","573.2233_3403.651","448.2_3404.415","349.1123_3416.961","326.2_3417.014","499.2_3418.635","327.1989_3419.471","348.1431_3419.471","424.2_3419.555","519.1567_3420.639","518.1972_3421.323","496.2_3421.333","498.2_3421.333","515.2575_3423.102","497.2_3424.031","494.1956_3428.056","495.2146_3428.08","562.2_3429.452","408.1749_3442.032","522.2_3442.083","556.1888_3442.408","523.2_3442.764","256.15_3452.405","460.1338_3453.822","331.1426_3454.656","439.1625_3456.423","438.1665_3456.587","376.1857_3459.478","565.2215_3460.149","564.2023_3462.142","464.2_3465.221","465.2_3465.221","486.156_3465.51","282.1767_3469.584","357.1585_3471.499","440.1772_3476.985","466.1_3479.077","532.2_3488.54","533.2_3488.716","352.1518_3494.227","353.1278_3497.741","348.174_3497.839","331.1501_3498.468","346.1308_3499.306","351.1154_3499.355","329.1051_3499.376","347.1336_3499.376","330.1492_3500.098","538.2_3500.903","592.9798_3500.903","327.1_3504.094","305.1_3504.296","306.1116_3504.62","322.1487_3504.62","323.1439_3504.803","584.4028_3505.48","592.44_3510.127","579.4094_3510.462","557.3806_3512.582","570.4379_3515.294","535.3585_3519.994","509.2_3528.718","367.2_3529.021","368.2_3529.243","508.2_3529.37","510.2_3531.156","558.184_3531.851","513.341_3532.628","559.2121_3534.299","491.3135_3541.283","522.3_3552.533","537.2_3571.98","536.2_3572.455","566.2_3579.949","580.1975_3580.73","567.1921_3580.783","535.2_3590.189","534.2_3590.391","482.2_3609.553","483.2_3609.553","484.1939_3609.553","595.3084_3613.536","594.3153_3613.677","426.2_3615.226","569.3078_3617.711","354.2_3618.087","568.3_3618.336","355.1906_3619.286","551.2051_3620.859","436.1915_3625.075","391.1249_3625.894","392.1336_3627.451","478.2055_3627.451","479.2268_3627.451","413.1079_3628.113","393.162_3630.491","310.2_3631.335","329.2_3631.335","330.191_3631.567","450.1913_3631.796","550.2336_3632.865","328.2_3633.32","371.1946_3641.958","560.2_3645.759","561.1881_3646.708","350.1798_3648.92","283.1314_3651.382","257.1314_3653.478","572.2_3660.642","493.2_3662.377","492.2_3663.21","321.1537_3667.124","282.1844_3667.135","281.2_3667.399","338.2_3667.427","250.1289_3667.838","249.1239_3667.953","267.1573_3667.982","266.1782_3668.187","291.2_3668.86","309.2_3669.041","268.1611_3669.924","273.2_3675.098","524.2_3675.35","310.2_3676.126","256.1519_3676.691","550.22_3676.964","255.1596_3678.187","242.1415_3678.309","241.1275_3678.408","551.2126_3679.058","240.1586_3680.613","466.2_3696.144","467.2_3696.314","598.4395_3706.632","584.9909_3713.564","593.444_3713.564","551.2092_3713.574","595.9747_3714.445","550.2_3715.533","536.2_3716.39","537.2_3716.693","395.2_3718.07","376.2042_3718.664","538.2025_3719.103","571.4141_3719.695","562.9888_3720.023","359.2_3720.849","541.0007_3726.055","549.3786_3726.855","518.9841_3732.004","527.3179_3732.57","364.2_3733.017","505.3601_3737.627","524.2_3742.086","483.3213_3744.574","510.2_3777.302","511.2_3778.103","382.2025_3794.945","433.1929_3813.491","597.3378_3816.324","596.3432_3816.58","552.3031_3829.047","357.2062_3835.938","356.2_3836.031","338.2011_3836.373","578.2943_3841.297","508.3_3845.9","366.2048_3847.049","535.3_3861.023","534.3_3861.349","447.2_3866.898","312.2025_3869.237","448.2_3872.173","270.1767_3879.767","268.2_3880.072","420.2127_3880.721","269.1617_3881.605","283.2_3882.061","430.2_3884.703","429.2_3886.411","533.2553_3895.311","461.2_3905.047","536.0333_3925.392","537.051_3927.208","411.2339_3936.492","410.2658_3937.7","384.2288_3994.038","439.2884_4055.428","438.3_4056.636","398.3_4059.631","430.2041_4076.655","429.2118_4079.002","413.269_4114.868","412.2905_4115.453","549.3216_4128.027","564.4_4138.675","520.3131_4139.047","538.343_4139.047"
"ko15",0.0066008284907036,0.00947096635397367,0.0154190839736063,22794.7519270731,0.00736995358178391,0.0125252870025254,0.0134602738842811,0.00721640431788481,0.0143524665872006,0.0105570645037414,192222.720418835,205881.487401617,26705.6892271468,2017657.28396088,525550.273715327,284865.536996163,3612237.27252113,16541353.7062876,574350.998312646,284462.886939357,2337334.81791398,10234386.7009144,1486903.9936485,456547.941321987,1560077.49402587,358451.616730517,628713.081731378,1800679.84384941,7955543.12015016,244155.493737173,476995.106444261,310821.615676263,598446.838522264,111544.472938312,183052.329108764,59862.0712134307,312369.310456868,316844.336168739,74303.1050365535,1390721.51797762,160601.712171187,194221.045734679,1451448.6499298,2400924.50676211,216980.911791272,13498264.3407301,329448.333229363,403391.472458948,1307684.97025494,2235925.46823517,448410.628932683,532312.608560947,452812.071424139,277328.990691858,190949.077934125,422140.039316873,127332.402476323,206049.681866099,192041.010982318,499577.544016511,256187.926940984,218753.141550753,35258.491736925,38112.9186126172,136135.316029495,161887.358834726,242717.874830834,0.0110637009058577,0.0068200295737389,0.00515752834362923,0.00204656155500294,923.790997265268,669915.586453394,60208.5080366598,262708.929666716,1589885.16892175,120687.562400457,811485.289941784,175756.85013281,218600.663819594,70946.4070525944,29657.3980193626,40285.2015240266,76708.7592383178,239268.711710026,143183.160952895,378026.009043426,145618.16457632,388696.931414964,147094.555134761,647131.818059498,325733.206636148,323427.34182847,62740.6816824656,68771.1431999121,283776.320207407,183414.752464639,155780.185042145,206020.360873737,77298.6428946804,214523.445271421,1871738.54493886,87612.1361270929,250329.74851334,395746.649723184,271413.688111231,207703.545371843,20432.6504788294,268752.684692415,61161.767751401,172421.210202877,254680.558621556,955336.253855061,13851124.1040726,3926017.70587257,928188.530807901,14922578.3061275,4483144.79384658,836579.363101641,265490.499538056,153405.871627772,619333.473675789,147531.01028567,829053.42925017,846322.489170986,168090.533553188,57867.2222548537,2631402.64625814,835611.308368313,2867362.79471431,960455.886807006,172592.730503914,258222.370620245,72345.9009256821,67996.2600088482,1871003.65145782,571939.205267571,19059.6382944552,304231.235148185,49804.5422445825,25497.6277530592,192797.747300574,57066.0111668843,1271017.73078512,255373.127777533,311409.088427333,331259.900772406,1216101.51766361,4371686.13981107,180567.750107017,610077.680844401,191388.405382755,135330.733783458,238352.541903515,154894.532801372,1000361.12404296,10012382.7754047,2441061.47765878,429226.660292408,117907.278555528,619822.617666674,227966.512333504,733718.883011199,10630.1919345507,34463422.9538008,8912569.50012273,2835219.42614915,759028.687132303,580423.248531242,46724.9445095153,103329.661761733,54269.4091738264,494765.963535417,173348.798586716,90500.3022416451,300711.260638873,8533430.57086624,2346799.66312781,158123.69485172,979115.148953961,284146.685341791,16951423.1868298,5259348.37976187,1202692.19570294,304836.469643136,270046.727721912,148578.771773226,5098157.71681874,18112452.0127714,84912.9183048227,306052.678844164,785354.197727226,3700380.27832881,194396.373659103,85162.3647666515,23542.2662810429,303655.514409986,1217836.71272964,4046456.26914509,107526.670166829,352575.324372113,264083.543288132,89648.3418140121,7579.80958149971,119400.429182152,3924938.32565153,188436.385198394,904907.680176235,372684.469809667,15178.1804258338,226810.644879437,735531.108554148,24058183.5078073,1257095.89336883,32246.3477503278,6580514.88713685,1247798.45137464,357727.476319544,133506.413976245,88879.1243758477,12530962.7572639,268750.580958224,3664744.2474024,187038.902262394,106782.523881309,138202.816698456,706603.037316443,2833854.59423633,151629.271281754,146677.364427636,404336.557055192,7854315.52518755,2166835.26704689,245324.128524083,608570.545476215,87386.1839442679,352774.854793743,176433.27011237,2787853.30741293,863474.382787713,135235.636017473,182715.519616347,180617.220203269,380583.210117046,597777.818208148,151616.183523906,265521.80363625,165518.436008957,77247.2155214174,48971.7871090725,65494.6868068406,155664.262895128,455247.009518639,102396.286684243,529263.3131315,129044.50587097,8140.57677528617,186145.84963675,183768.077492033,133984.060357489,154905.660143749,351733.984329912,9385986.65034585,2231619.33998197,686851.871276911,32987329.7422621,2623668.20105652,390192.195590589,7595.381619011,124977.798916186,1843.40226890056,0.000368068580990215,93890.1810010411,455513.035310604,589108.706037307,344340.712760231,219476.76759766,706946.382462626,2087952.27703142,5883717.58603343,1558997.11698028,301141.336525405,191176.005124986,469074.301243679,16785.1218790772,110653.046894288,926745.620845053,267085.546473421,272602.141994751,1774845.34094878,306691.594449023,5630410.3647227,1495378.68287931,1117847.11909029,371290.482329844,635660.234385744,326309.795038399,157003.532220537,1241368.00162689,164511.834398038,205651.606330378,5347851.07193821,5274616.07110972,409513.97165628,276136.161349705,91400.5431498265,230898.502121887,517978.737543731,154089.282051476,173113.931236393,545934.13533913,494715.410355251,242387.280826902,567826.826972223,2262928.99247893,501244.522363769,283827.207480393,1171070.6322174,1194671.8637688,309744.844179745,91985.4516817163,387497.462827546,250520.431878996,64544.854024649,24693989.5397299,183363.016757203,251113.624717645,1122594.44876722,1158864.14206196,229127.90044434,1196359.17682879,430710.130771446,91760.1155145934,3050600.95970552,805404.537892452,25860.5062910611,38031.4548870941,182573.37863012,91130.4943527281,25999.9988103468,347386.643361575,6209404.68383169,1934682.34885829,343280.703815923,132612.004412445,422525.316516917,140611.60296975,28500.8845762258,377142.816343333,22286.2005867664,201731.673456058,17391.9748826571,84284.0861612862,312027.211930643,80073.4577584472,2265392.6565764,24520.7275248351,1468979.28798062,441369.640775888,579936.650565969,397700.142467471,54880.0572650265,159558.87630659,131346.043063216,268135.009499,970622.093679657,78596.4251410343,1659567.64642481,1909.19963564272,349984.991141882,49676.5379326056,185533.493234044,1175309.0547276,179319.303978406,391869.300359137,106272.321632567,4451.86080991028,35849.0215689118,544261.57600389,338155.701092033,24588.1785798,474065.194058423,19377.6646913936,71919.3528733806,2591.2656781103,4726.60141679952,248692.540906071,799764.969478392,885739.052368834,443417.185206225,1377542.23661126,246481.855401483,325010.958142961,600283.057694178,809096.846417747,2785264.50589131,136914.070072476,95516.2598958856,116863.747334655,129662.860799066
"ko16",0.00114383399889272,0.00164121501422876,53357.3481240746,19641.5451560448,0.00473525077094322,0.00391869222049943,0.00833212196814932,0.00832784230964597,0.00599125905166021,0.00760731799550982,130855.639419751,155281.160504466,53912.9979122591,2211260.79330535,595668.447152259,316608.253747366,3624038.5352242,16542133.6231573,561255.646406044,229416.415757715,2225381.39094178,9863292.98678547,784557.716826751,599953.31370689,1601366.8921375,383054.165470924,704198.409421735,1930034.34987137,8178558.40486719,162748.347427414,432194.093876722,347165.224661489,707884.827433508,152851.207523159,47125.7951212147,221705.037607557,1013574.79333583,1130124.71325022,173146.765952636,5167912.13531609,131175.084987756,203276.749409645,1181037.83150769,1657446.15089557,136905.946150076,9297256.02150574,233869.571880407,240912.20460708,642719.526646731,1306034.70005105,245492.776603564,417056.13040286,116120.766535387,214556.084021707,222837.32309895,98159.5670227099,29912.2685063123,40792.4096292894,46041.091303511,193179.374626817,286091.499205398,149104.056526189,3765.6599134861,781553.184657157,98046.0819130094,571401.97591287,1768160.84205769,2679803.0210227,2051426.78807369,1437623.36514404,137083.902438387,481170.169487765,309853.136649183,322825.699927563,2068556.63995382,903135.676682805,78090.5629874825,669456.878049434,308739.297745058,2131483.50187645,375427.517816785,907122.465835439,588673.523875477,76756.0683491454,198348.110955345,394426.353696411,1093459.19836629,199031.598735227,874720.18005911,309451.376002113,635738.201641196,269025.359859043,332401.277424237,74793.6406985773,48499.3870076959,443574.129628048,227819.716540824,130902.597859141,265465.104508732,94370.098387613,171185.551015623,1473350.99441776,94007.1868461387,218982.466336187,307379.312781509,178956.241522493,118739.645252776,139691.688203117,1440875.35125386,310524.006811329,261591.07479999,267941.402071469,1129124.94451522,11862838.5779087,3358679.90137185,925525.653337733,13642494.5966471,4018562.80859319,775257.004534183,203161.16212677,134666.330216905,580324.182351907,153694.693025417,538740.257342301,707073.547455377,175117.084431626,210894.89492095,2131510.61552233,620392.194840616,2549170.94105504,881329.745260998,94864.9384178716,196940.67916863,52997.3376749239,425585.921735994,1463794.61537878,455505.89258012,19376.2676659502,936378.698167654,84676.2690972379,27964.1233276912,192314.265448527,43686.6811174076,1102953.90407545,1455644.90853573,289276.046794894,294615.471586603,1078122.6891119,3678053.39104844,292587.976287965,542367.9248589,86924.3129029665,138423.76884668,182443.910864021,104283.518331088,810837.712615548,7666107.15692695,1841753.61183048,347898.255623671,112350.916545815,377799.393010324,173600.674661991,565876.057516502,6584.67807014482,30610937.4268366,8160802.42089919,2663250.36732712,643439.989807892,364258.444519744,73622.4239797629,126830.642310065,42486.1744055491,808843.316353051,315395.234339068,78371.723832001,135243.335714709,8542551.26773429,2292912.00721991,485014.490239601,859309.288341357,252869.571296918,13524340.4282589,4242808.72388089,918729.680482752,184896.489067579,189549.2459325,88689.0869196565,4561466.22056541,15563136.7859359,14002.9714850757,102154.449266474,789802.006593854,3753991.87697504,205492.574692675,72200.6228699783,28139.213113937,269960.055072475,966691.546062402,3231174.74898594,21376.6414812566,250340.065899345,242978.168168286,64913.9646439947,2230.24366460303,52658.4053143548,2962926.9310361,163020.097656192,716086.831360352,244875.608939304,18178.8052687423,251270.213394941,913390.205199021,23164816.7800443,1115274.59869094,58767.506523799,6245072.71679874,848452.290194096,189716.956935916,22216.7964861022,432142.133117991,10764109.7668085,172153.655708617,3308901.79716696,2185122.28414627,85439.1965742248,210947.136066626,659937.090206133,2684656.69776159,134741.746897583,88308.5191210823,398564.974471663,7219840.7060616,1947432.90873864,239247.453799267,3491122.8064695,147551.439611462,359019.796515428,124625.562480692,2126598.73671943,672368.410736797,266857.280505088,196904.115844455,152296.084818356,369915.334851831,670772.022486522,144291.986029045,277297.319933872,178515.228936787,75789.9458385244,121079.558667223,214144.437915389,207686.370044274,746167.213896726,164489.488401648,798125.850891448,209014.005382347,210867.782089171,0.0061297497461676,1184898.35589739,886508.491419889,0.00229918961967952,632800.269169859,7881579.33187036,2030148.96749048,550775.565183296,28193379.4929614,1601511.78880207,283959.94130418,348058.012813883,68170.3336018356,243697.32434982,0.00855768484432751,157469.255987457,559788.0856647,121748.704117022,100366.814981044,50468.6779445136,499858.045353374,1578597.09096673,5702810.18423991,1535600.60791443,291625.693200367,256231.057974607,366417.313703995,69461.7140694951,462576.767690861,681716.102482382,1373878.70052037,193857.977747861,1409423.94545602,190408.822253847,5305862.01904449,1416128.21133635,922869.289762546,323317.53718618,644519.423773157,287925.810088678,174864.671059843,991419.740554163,125895.781371219,159989.311971898,669721.086438587,4243607.8717923,285113.458903526,210549.986924495,54842.2815065138,262420.829593759,537534.845079585,168830.843551508,759004.428276009,504285.496022073,450850.820399009,212774.753804431,480751.380008103,1924664.46851757,456467.17233486,180048.069655341,925624.84736694,933383.384446001,262534.127822587,83705.9172364874,269158.41487354,199302.876255474,56324.4844161076,18196453.1419359,352130.807656826,199568.570378503,5314457.93861197,895179.204320578,187508.655314505,993906.625431256,1717815.73749577,113372.276394153,2676598.57594278,828851.639919234,446727.501178347,316924.404495568,1843759.9702764,53633.607562107,287831.847429634,75042.128655623,5033388.54227699,1629565.64944466,317516.584810839,165762.130278291,235603.842014444,1672964.74593505,401233.375209508,464583.98383743,446646.118447554,1586911.35407863,525624.912652435,1419468.44791911,175910.870457286,1077543.24812373,3611257.22990303,749404.251228053,6545036.87118663,1854002.51548771,437461.302368407,390548.565030611,1259710.31576667,3378237.25653204,2520269.84263719,427919.454220635,1690329.55341225,535874.767795068,728657.497464196,1519285.84317567,411004.788672156,408418.265828322,1205090.89791593,3673764.94377796,345512.578504388,986237.442566999,177653.234671971,31842.9441910213,169544.650373431,932636.671059432,663926.043704078,41215.365542007,179919.862033835,63519.8927285116,286392.214724703,3824.98834690772,2163.12487794975,321627.713228532,994757.559687902,480127.163295168,219295.793509773,668165.193805592,150316.262680125,210236.755085788,287530.926435495,472247.177204275,1596812.36479169,278469.295009729,164697.36608433,177681.321208515,167510.477727782
"ko18",523775.092163741,710134.546076803,198771.997419152,0.00263473559762884,4159961.55295224,827994.706635303,3637466.45583802,3147798.77690381,642297.920502512,185947.22843314,73544.9566569302,64079.2950687891,48280.3009923931,1467145.52951998,396924.229057356,202684.980292492,3531395.85557605,16010690.7856648,537825.955661455,212656.606271463,2218877.01036363,10470200.6308789,940650.453873025,641823.270297555,2221379.60758957,373555.260027923,572967.123251655,2110941.12930295,7855143.15753275,114902.088501194,314554.327412583,314084.588354607,581011.178554511,153992.068179369,66308.5428345647,44455.6260596241,170081.697032882,152752.340125817,67299.39379416,801501.878296184,159842.234245741,179828.125461683,1324017.93602803,2303063.23246497,203387.053039037,13111173.7456822,325565.902421049,402269.465578931,1142900.90676881,2081275.11701866,419633.653918649,667030.274655726,317487.680389081,305050.921148877,288567.990524778,235770.684563877,60592.4342237813,191895.170486398,111532.447806987,80844.8151733154,37680.65857134,44249.3541599838,48479.530291783,93585.3445092569,41924.2458998367,64478.6145047003,203416.116641964,3795772.06505503,2651907.8393647,1616377.777168,153719.580150268,556408.440785062,438142.426894178,48054.2311559977,212205.615671142,1110671.91530694,58299.0635678295,949454.493851065,220103.588407701,172382.314064953,52556.1492329908,61475.9047716494,597455.480813651,99292.8879400256,264455.47572581,123757.264232183,346616.958771455,28989.2691914703,348614.979908162,132984.62764401,525926.164521229,366588.721842495,367109.229227857,89849.6557219884,74859.7510585004,241089.72415355,169269.908007827,113473.230158573,174646.782762554,84426.2733236763,169891.653810627,1293465.7397805,60051.5299367158,215138.268464233,378595.628370098,112228.103482372,304646.272154046,147460.21624396,1533652.20477983,326344.47887315,180380.962069598,274988.730808862,934175.624878767,11366731.061214,3198992.69315352,1028592.17192244,13808138.0844013,4135776.49772586,811484.721782844,278980.655513509,196970.158954025,659174.896752329,170561.848284915,548233.813658289,822438.754933414,316500.601766263,182667.28329333,2489464.15425819,704423.770505122,3192961.84506403,1106189.14542272,408559.2458532,212161.617441158,171164.282520172,79743.9710600815,1317862.05775631,405744.964010708,27966.5921504492,968742.048972066,88589.202727523,61437.3268887469,189933.618517128,75117.9591422665,1326005.56754772,219724.723557231,346458.216140543,273460.601758875,955411.292156758,3313884.8421653,166851.825204302,672326.050814857,205437.462614828,134692.450688028,206403.046776301,143882.45291598,770287.428608933,7357421.5305727,1750158.32302674,319686.610287472,85108.3486808921,589032.110617433,174405.85230789,565366.22326466,71686.7933614503,30992777.8506156,7986566.28244021,2896478.77229716,759815.390924726,1167331.16421451,119542.393408744,215004.419082746,90000.6108078998,1135053.93871168,440825.543981823,119681.282122407,216085.273100693,10172153.858772,2740325.05550776,759950.947294528,900396.866991299,251855.794487423,13549748.1193313,4131656.33491392,857856.594837829,250158.01118561,0.0101696095257397,21735.8846773566,4772861.19124969,16456555.3923159,128107.13581241,189617.366504938,990518.416930738,4724204.60843311,338370.241199337,281155.47039112,95215.3636002843,319902.34353927,1116681.0959977,3827967.72779342,100110.704517258,345530.192019861,330160.695107506,94286.1128511673,14653.9404913604,44624.5043014427,2601710.11235984,169663.454348568,602026.667249053,169980.82730232,30931.2321048094,316655.326948443,1124889.74638385,26654523.3160477,1332918.44482725,64426.6126847957,7156401.72529977,641009.688360802,7431.15293152306,19882.1230487674,762480.315778713,12429076.1217382,134391.095952692,3622151.23122803,219541.536219091,109579.314184896,253606.422940788,591979.047810228,2487590.96680325,125356.624740867,129775.567952071,360498.867751818,7163657.18483818,1896214.8496503,297597.90441109,689403.402967845,306424.151131877,309838.704833913,22942.2812417938,2396310.45601674,746422.098079078,143890.666777882,183811.38765384,182445.101120141,391991.160747535,819186.936706037,209473.64196315,365726.544831659,214349.501745925,100029.301691583,219362.27617351,35737.6515496882,415759.361481569,1360143.57723197,301624.381712739,1538165.29109814,354938.110728389,31838.9238549297,22391.3167640273,167739.890206242,107862.476733027,23953.4666463959,45902.4243768476,7863239.23963666,2192948.08102869,568452.921514424,27841325.8515282,1491289.78861508,285295.400523504,8665.3051728048,74977.1038729256,18068.9216694678,43531.6224944655,264194.649226763,957192.886263863,294762.009767308,160171.906307463,86141.8995176066,530618.540229221,1657945.72750621,6349632.31301659,1657333.40422547,322592.780267206,58870.736319246,146606.11730155,278736.1792909,72942.8266696642,743605.859681044,161722.072010735,198813.617904983,1416032.25264471,230695.352309583,4405109.52914348,1188096.11448867,1512855.83926122,509556.18441798,593813.97715262,243813.038655948,176541.487860781,884549.152630986,127701.649441774,142421.567758599,4300515.07048614,3927420.651531,175445.336172678,158431.526991955,61399.1352689353,232723.804073202,311761.713975443,203405.537245651,167232.191644669,433482.316118013,473640.810165512,288685.4443339,537155.794227579,2260357.70822503,555497.713605794,221663.367316,1065562.64194601,1028112.89635211,290790.654864902,99614.7881229351,334946.475963121,218269.134776911,13783.0611960835,154213.018943602,143734.528877907,245646.57566033,4867863.29312673,1128848.54803684,200431.597369967,1085226.55313994,1579310.01344932,173019.825069415,2799824.28063597,768374.320830024,46149.4303061585,36230.7165904481,190258.453440777,243663.734560318,58727.249974745,99373.2708927905,4660581.71256068,1397331.9181578,316347.343749529,76812.1402459912,221021.941335461,236235.105435049,52879.1479938739,363970.395481291,43133.2490827237,197950.012867693,29775.8106200339,382528.19056316,194564.680306727,108431.458349996,22821460.6835681,106211.042775709,5762389.97402485,1672751.57685125,387062.980453149,269986.449400904,92997.5439270714,243949.980871607,183715.375861209,349521.903241949,1370755.01354905,218688.334191058,526054.216452856,0.017229979985398,372090.165751187,386330.371402876,904969.746376812,3332366.17759726,157731.900500087,1011622.28360943,185444.455749388,243726.885296624,107970.073710722,950003.710014465,984435.070281402,173008.875803703,513062.442461016,198921.219179853,349160.337276253,429207.646007158,222845.04324092,390269.943564776,1227777.79240871,1368206.20673209,286401.055651332,868015.292140321,90101.3948047373,242720.295669766,476752.638266342,442403.006644641,1499535.43429713,256345.558782305,202916.721030049,220851.291564123,195035.072469746
